37862 | 2001 | SYN | 15 | 2022-11-21 11:32:28,598
2001 | 37862 | SYN/ACK | 15 | 2022-11-21 11:32:28,598
37862 | 2001 | ACK | 15 | 2022-11-21 11:32:28,599
41683 | 47306 | DATA | 1000 | 2022-11-21 11:32:28,608
47306 | 41683 | ACK | 15 | 2022-11-21 11:32:28,609
47306 | 41683 | DATA | 1000 | 2022-11-21 11:32:28,609
41683 | 47306 | ACK | 15 | 2022-11-21 11:32:29,250
47306 | 41683 | DATA | 1000 | 2022-11-21 11:32:29,250
47306 | 41683 | DATA | 1000 | 2022-11-21 11:32:30,252
41683 | 47306 | ACK | 15 | 2022-11-21 11:32:30,772
47306 | 41683 | DATA | 1000 | 2022-11-21 11:32:30,773
41683 | 47306 | ACK | 15 | 2022-11-21 11:32:31,414
47306 | 41683 | DATA | 1000 | 2022-11-21 11:32:31,414
41683 | 47306 | ACK | 15 | 2022-11-21 11:32:31,414
47306 | 41683 | DATA | 1000 | 2022-11-21 11:32:31,414
41683 | 47306 | ACK | 15 | 2022-11-21 11:32:32,015
47306 | 41683 | DATA | 1000 | 2022-11-21 11:32:32,015
41683 | 47306 | ACK | 15 | 2022-11-21 11:32:32,776
47306 | 41683 | DATA | 1000 | 2022-11-21 11:32:32,777
41683 | 47306 | ACK | 15 | 2022-11-21 11:32:33,488
47306 | 41683 | DATA | 1000 | 2022-11-21 11:32:33,488
41683 | 47306 | ACK | 15 | 2022-11-21 11:32:33,488
47306 | 41683 | DATA | 1000 | 2022-11-21 11:32:33,488
41683 | 47306 | ACK | 15 | 2022-11-21 11:32:34,389
47306 | 41683 | DATA | 1000 | 2022-11-21 11:32:34,390
47306 | 41683 | DATA | 1000 | 2022-11-21 11:32:36,306
41683 | 47306 | ACK | 15 | 2022-11-21 11:32:36,977
47306 | 41683 | DATA | 1000 | 2022-11-21 11:32:36,977
41683 | 47306 | ACK | 15 | 2022-11-21 11:32:37,749
47306 | 41683 | DATA | 1000 | 2022-11-21 11:32:37,749
41683 | 47306 | ACK | 15 | 2022-11-21 11:32:38,350
47306 | 41683 | DATA | 1000 | 2022-11-21 11:32:38,350
41683 | 47306 | ACK | 15 | 2022-11-21 11:32:38,941
47306 | 41683 | DATA | 1000 | 2022-11-21 11:32:38,941
47306 | 41683 | DATA | 1000 | 2022-11-21 11:32:41,112
41683 | 47306 | ACK | 15 | 2022-11-21 11:32:42,113
47306 | 41683 | DATA | 1000 | 2022-11-21 11:32:42,114
47306 | 41683 | DATA | 1000 | 2022-11-21 11:32:44,684
