54686 | 2004 | SYN | 7 | 2022-11-21 11:34:16,550
2004 | 54686 | SYN/ACK | 7 | 2022-11-21 11:34:16,550
54686 | 2004 | ACK | 7 | 2022-11-21 11:34:16,550
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,551
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,551
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,551
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,551
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,551
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,552
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,552
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,552
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,552
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,552
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,552
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,552
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,553
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,553
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,553
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,553
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,553
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,553
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,554
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,554
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,554
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,554
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,554
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,554
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,554
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,554
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,555
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,555
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,555
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,555
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,555
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,556
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,556
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,556
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,556
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,556
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,556
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,556
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,557
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,557
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,557
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,557
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,557
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,557
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,557
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,558
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,558
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,558
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,558
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,558
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,558
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,559
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,559
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,559
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,559
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,559
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,559
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,559
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,559
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,560
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,560
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,560
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,560
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,560
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,560
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,560
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,561
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,561
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,561
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,561
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,561
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,561
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,561
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,562
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,562
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,562
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,562
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,562
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,562
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,562
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,563
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,563
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,563
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,563
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,563
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,563
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,564
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,564
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,564
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,564
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,564
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,564
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,565
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,565
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,565
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,565
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,565
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,565
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,566
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,566
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,566
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,566
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,566
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,566
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,566
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,567
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,567
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,567
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,567
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,567
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,567
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,567
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,568
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,568
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,568
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,568
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,568
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,568
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,568
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,569
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,569
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,569
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,569
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,569
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,569
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,570
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,570
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,571
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,571
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,572
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,572
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,573
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,573
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,573
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,573
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,573
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,573
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,574
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,574
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,574
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,574
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,574
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,574
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,574
60793 | 49712 | DATA | 11 | 2022-11-21 11:34:16,574
49712 | 60793 | DATA | 11 | 2022-11-21 11:34:16,575
